recall,above 90,effort
0.8333333333333334,False,1.84947368421
0.8076923076923077,False,0.374301675978
0.9166666666666666,True,0.375
0.9333333333333333,True,2.41071428571
0.9090909090909091,True,0.375254237288
0.922077922077922,True,0.769759450172
0.8913043478260869,False,0.714820359281
0.84,False,1.55191256831
0.875,False,1.19089900111
0.9130434782608695,True,1.56953642384
0.8478260869565217,False,2.69746716698
0.8928571428571429,False,0.66982836495
0.9,False,0.0687154696133
0.9369565217391305,True,0.72472133758
0.9423076923076923,True,1.5907079646
0.9130434782608695,True,0.34151193634
0.9259259259259259,True,1.20591939547
0.9210526315789473,True,0.469921875
0.5,False,1.59016393443
0.85,False,0.181647940075
1.0,True,20.0921052632
0.8222222222222222,False,2.05757575758
0.8695652173913043,False,0.554545454545
0.8936170212765957,False,0.961538461538
1.0,True,0.639534883721
0.8333333333333334,False,2.42878711626
1.0,True,0.433333333333
0.8333333333333334,False,0.387096774194
0.8712871287128713,False,0.832694907616
1.0,True,4.00144230769

0.8864956678059106,0.4666666666666667,1.77036437769